strategic_intelligence.n.01	preventive_medicine.n.01
monopoly.n.03	genus_andrena.n.01
doliolum.n.01	alauda.n.01
home_invasion.n.01	golden_plover.n.01
infantilism.n.02	apadana.n.01
relation.n.06	longwool.n.01
pezophaps.n.01	joggle.n.02
purchase.n.01	california_newt.n.01
irish_moss.n.01	polymorph.n.01
priodontes.n.01	swimming.n.01
discoglossidae.n.01	mining.n.01
accipiter.n.01	hard_sell.n.01
asiatic_black_bear.n.01	exasperation.n.02
syrrhaptes.n.01	misbehavior.n.01
ambystoma.n.01	anointing.n.01
superscription.n.02	computerized_tomography.n.01
tonometry.n.01	left.n.05
infliction.n.02	rape.n.03
klebsiella.n.01	cakewalk.n.02
acrobatics.n.02	endamoeba_histolytica.n.01
gerreidae.n.01	zoril.n.01
murder.n.01	dollarfish.n.01
marsh_wren.n.01	shoot.n.02
araroba.n.01	tortricidae.n.01
atomic_warhead.n.01	whiting.n.06
blood_typing.n.01	gull.n.02
frying.n.01	threadfin.n.01
stand.n.09	american_magpie.n.01
acipenser.n.01	sheepshead.n.01
puff_adder.n.01	backseat.n.02
expedient.n.01	hylobatidae.n.01
striped_muishond.n.01	standardization.n.02
reception.n.04	contact_sport.n.01
decoding.n.01	ball.n.12
scarabaeid_beetle.n.01	restraint_of_trade.n.01
consignment.n.03	anastigmatic_lens.n.01
cockatoo.n.01	bassariscidae.n.01
weka.n.01	scomberesox.n.01
white-headed_stilt.n.01	figuration.n.02
pin-tailed_sandgrouse.n.01	planking.n.03
genus_klebsiella.n.01	body_louse.n.01
self-service.n.01	statutory_offense.n.01
examination.n.01	brainstorming.n.01
embryonic_stem-cell_research.n.01	gymnogyps.n.01
city_planning.n.01	ax_head.n.01
italian_greyhound.n.01	myocastor.n.01
pycnogonida.n.01	elagatis.n.01
shoveler.n.02	hepatic_tanager.n.01
petromyzoniformes.n.01	heliozoa.n.01
snow_goose.n.01	stalk.n.03
drawing.n.03	house_wren.n.01
bite.n.09	adoxography.n.01
hop.n.01	lapdog.n.01
flatworm.n.01	lockstep.n.02
brown_algae.n.01	whip-scorpion.n.01
relay.n.01	flight_control.n.01
parrot.n.01	sponge_bath.n.01
smooth_softshell.n.01	merginae.n.01
eastern_kingbird.n.01	wind.n.08
quill.n.04	borrelia_burgdorferi.n.01
demoralization.n.01	balanus.n.01
hitch.n.07	caecilian.n.01
comb.n.02	masse.n.01
field_press_censorship.n.01	wood_ant.n.01
atomization.n.02	solferino.n.02
lesser_prairie_chicken.n.01	buzz.n.02
enucleation.n.01	amplification.n.01
pachycephala.n.01	bot.n.01
treachery.n.02	ephemeroptera.n.01
dorsiflexion.n.01	criminalization.n.01
antitrust_case.n.01	draw.n.07
speckled_rattlesnake.n.01	automotive_technology.n.01
mpeg.n.01	tremble.n.01
smallmouth.n.01	loin.n.02
damselfish.n.01	warrigal.n.01
unloading.n.01	algometry.n.01
procurement.n.01	loss.n.03
momotidae.n.01	strikebreaking.n.01
paper_chase.n.01	class_struggle.n.01
redheaded_woodpecker.n.01	junket.n.03
icing.n.03	novena.n.01
genus_taenia.n.01	ostraciidae.n.01
residency.n.01	plantlike_flagellate.n.01
bell_ringing.n.03	b-52.n.01
oligochaeta.n.01	agouti.n.01
capybara.n.01	mortal_sin.n.01
invocation.n.04	doliolidae.n.01
ransom.n.03	hypophysectomy.n.01
mytilidae.n.01	sovereign_immunity.n.01
greyback.n.02	abrogation.n.01
pine_leaf_aphid.n.01	kaffir_cat.n.01
cockle.n.02	danse_macabre.n.01
shock.n.02	sauromalus.n.01
tewkesbury.n.01	branching.n.01
fixed_intonation.n.01	tinca.n.01
monomorium.n.01	demand_feeding.n.01
steganopus.n.01	athiorhodaceae.n.01
nudge.n.01	facility.n.04
track_record.n.01	thematic_apperception_test.n.01
cur.n.01	hind_limb.n.01
redemption.n.01	ichyostega.n.01
popinjay.n.02	persian_gulf_war.n.01
chordamesoderm.n.01	pogonophora.n.01
black_operation.n.01	ocelot.n.01
recruitment.n.01	cynips.n.01
malacopterygii.n.01	reentry.n.01
airbrake.n.02	violence.n.01
shading.n.02	sea_tangle.n.01
automatic_pistol.n.01	juke.n.02
dendroaspis.n.01	myxinikela.n.01
howler.n.03	jugglery.n.02
guinea_fowl.n.01	hospitalization.n.04
falsification.n.04	wren_warbler.n.01
european_tortoise.n.01	european_bittern.n.01
caliphate.n.03	band_aid.n.02
actinometry.n.01	golden_mole.n.01
charades.n.01	forepaw.n.01
whirlaway.n.01	brahman.n.04
cycliophora.n.01	anchor_chain.n.01
punic_war.n.01	fomentation.n.02
drilling.n.01	triga.n.01
corn_dance.n.01	rustication.n.02
twin_bill.n.01	downswing.n.01
painted_greenling.n.01	chlorophyll_c.n.01
genus_teredo.n.01	edible_mussel.n.01
anomalopteryx.n.01	swan_song.n.01
microstomus.n.01	charlatanism.n.01
mah-jongg.n.01	trouble.n.04
acceptance.n.07	pursuit.n.01
conversion.n.09	dall_sheep.n.01
muntjac.n.01	stultification.n.02
giving.n.01	australian_bonytongue.n.01
contopus.n.01	griffon_vulture.n.01
goose_step.n.01	actinomyxidia.n.01
seven-up.n.01	woolly_bear.n.01
bathyergidae.n.01	embolectomy.n.01
harassing_fire.n.01	restraint_of_trade.n.01
mountain_paca.n.01	sheepshead_porgy.n.01
pomfret.n.01	glass_sponge.n.01
lost_cause.n.01	altar.n.01
feasting.n.01	bandage.n.01
arvicola.n.01	pilgrimage.n.01
right.n.06	pisces.n.04
anathematization.n.01	planning.n.02
chelydra.n.01	registration_fire.n.01
barbed_wire.n.01	tautoga.n.01
cob.n.04	phase_iv_clinical_trial.n.01
abbreviation.n.02	wirehair.n.01
acceptance_sampling.n.01	drafting.n.01
womanhood.n.03	seriphus.n.01
electromagnetic_intrusion.n.01	durham.n.02
daily_double.n.01	crested_screamer.n.01
atlas.n.04	ling.n.03
footfault.n.01	walleye.n.02
chlorophyta.n.01	war_of_the_grand_alliance.n.01
crotalus.n.01	peneidae.n.01
ambulation.n.01	caprimulgiform_bird.n.01
dendrocolaptidae.n.01	ringtail.n.04
truck_farming.n.01	preceptorship.n.01
canine.n.02	track_and_field.n.01
osteotomy.n.01	maximization.n.01
wrong-site_surgery.n.01	trespass_on_the_case.n.01
hawksbill_turtle.n.01	snick.n.02
french_and_indian_war.n.01	cebuella.n.01
unionidae.n.01	lakeland_terrier.n.01
thiobacteriaceae.n.01	tracing.n.03
parent.n.02	jungle_cat.n.01
preventive_medicine.n.01	snowboarding.n.01
armory.n.04	miridae.n.01
hatha_yoga.n.01	money_laundering.n.01
armyworm.n.02	double_leg_circle.n.01
dendroica.n.01	insurance_claim.n.01
logistics.n.01	nomination.n.01
argali.n.01	extrusion.n.02
liparis.n.02	abduction.n.02
genus_mylodon.n.01	mug's_game.n.01
stag_beetle.n.01	tax_cut.n.01
javanthropus.n.01	macaque.n.01
christening.n.01	ganoidei.n.01
psittaciformes.n.01	caroling.n.01
manila_bay.n.01	duster.n.04
cynomys.n.01	pempheridae.n.01
roe.n.02	abscondment.n.01
mule_deer.n.01	intensification.n.01
florida_smoothhound.n.01	feeder.n.01
fratricide.n.03	grand_tour.n.02
dwarf_pipefish.n.01	curculionidae.n.01
detention.n.02	junco.n.01
potassium-argon_dating.n.01	viviparous_eelpout.n.01
thomomys.n.01	ligation.n.01
earless_lizard.n.01	trench_warfare.n.02
dicynodont.n.01	jumping_mouse.n.01
wear.n.03	rail_technology.n.01
genus_compsognathus.n.01	masticophis.n.01
wing_case.n.01	swiz.n.01
brown_trout.n.01	lust.n.02
tap.n.08	densitometry.n.01
cartilaginous_fish.n.01	inducement.n.02
indian_mongoose.n.01	artificial_insemination.n.01
concubinage.n.01	bass.n.08
alewife.n.02	sea_spider.n.01
shearwater.n.01	fish_scale.n.01
osteostraci.n.01	gallantry.n.03
polyangiaceae.n.01	musk_turtle.n.01
reunion.n.02	apodiformes.n.01
sea_trout.n.02	automation.n.03
arthroscope.n.01	whistling.n.02
prothorax.n.01	truncation.n.03
rampage.n.01	lepisma.n.01
absolution.n.02	nummulite.n.01
auxiliary_pump.n.01	redhead.n.02
test.n.06	squandering.n.01
termination.n.05	bluepoint.n.02
moke.n.01	execution.n.06
kia_quen.n.01	flop.n.04
skimming.n.01	escapade.n.02
plain_turkey.n.01	bulbul.n.01
odobenus.n.01	hermit_thrush.n.01
lepadidae.n.01	physeteridae.n.01
eastern_chimpanzee.n.01	hawk.n.01
judicial_review.n.01	beggar-my-neighbor.n.01
confection.n.02	tree_swallow.n.02
amendment.n.01	standardization.n.02
benthos.n.02	barrage_balloon.n.01
suffixation.n.01	opisthocomus.n.01
scouting.n.01	smoothhound.n.01
termes.n.01	mass_production.n.01
pilchard.n.02	anti-tnf_compound.n.01
exporting.n.01	seduction.n.02
americanism.n.03	closed-heart_surgery.n.01
pythonidae.n.01	winter_wren.n.01
shave.n.01	wall_creeper.n.01
coraciidae.n.01	upturn.n.01
roleplaying.n.01	lucky_dip.n.01
aurochs.n.02	micropterus.n.01
plasmodium.n.02	contact.n.02
election_fraud.n.01	brittany_spaniel.n.01
snakebird.n.01	coleoptera.n.01
pellicle.n.01	bedrest.n.01
frosted_bat.n.01	heliotropism.n.01
trial_and_error.n.01	pernyi_moth.n.01
ashtray.n.01	mitzvah.n.02
jitterbug.n.01	red_underwing.n.01
bouvier_des_flandres.n.01	dive.n.02
maneuver.n.01	croaker.n.02
ocean_pout.n.01	banderilla.n.01
tortoise.n.01	simulative_electronic_deception.n.01
shimmy.n.03	kelp.n.01
automatism.n.01	little_chief_hare.n.01
barb.n.02	barn_swallow.n.01
hastings.n.03	giant_silkworm_moth.n.01
campylorhynchus.n.01	alteration.n.02
alum.n.04	edaphosaurus.n.01
trespass_de_bonis_asportatis.n.01	black_bee.n.01
topiary.n.02	dasyurus.n.01
masonry.n.03	breath.n.01
bibos.n.01	lookout.n.04
dry-wood_termite.n.01	carolina_chickadee.n.01
amphibious_assault.n.01	angoumois_moth.n.01
backpacking_tent.n.01	zeidae.n.01
complete_blood_count.n.01	maneuver.n.01
autostrada.n.01	jai_alai.n.01
gazella_subgutturosa.n.01	attainment.n.01
aythya.n.01	heliothis.n.01
green_peafowl.n.01	pine_grosbeak.n.01
common_murre.n.01	transportation.n.02
restoration.n.07	foal.n.01
refund.n.02	painted_sandgrouse.n.01
warble_fly.n.01	tang.n.06
genus_oryx.n.01	panonychus.n.01
prairie_rattlesnake.n.01	termes.n.01
acrocephalus.n.01	diversion.n.03
barrel_vault.n.01	cornhusking.n.02
capsid.n.02	european_spider_crab.n.01
strain.n.10	cerambycidae.n.01
galleria.n.01	paradoxurus.n.01
columbian_mammoth.n.01	agriocharis.n.01
comma_bacillus.n.01	bedrest.n.01
dogfish.n.02	stickball.n.01
spinus.n.01	proxy_fight.n.01
argyrotaenia.n.01	malversation.n.01
moderation.n.04	bastille.n.01
book_scorpion.n.01	welsh.n.03
boa.n.02	aplysiidae.n.01
crocodylia.n.01	spalacidae.n.01
blaberus.n.01	tooth_shell.n.01
ransacking.n.01	suricate.n.01
dusky_salamander.n.01	atmometer.n.01
clampdown.n.01	sexploitation.n.01
northern_phalarope.n.01	dama.n.01
ablation.n.01	java_man.n.01
artificial_horizon.n.01	cirripedia.n.01
quality_control.n.01	bunt.n.01
blue_whale.n.01	comparison.n.01
frogfish.n.01	air_hole.n.02
pezophaps.n.01	bluetick.n.01
scat.n.01	dog_breeding.n.01
insubordination.n.02	simony.n.01
trespass.n.01	shtik.n.02
arms_deal.n.01	curve.n.03
pinnotheres.n.01	consignment.n.03
lymantria.n.01	recall.n.05
administration.n.03	nilgai.n.01
rock_bass.n.02	giant.n.01
backgammon.n.01	asian_horseshoe_crab.n.01
filoviridae.n.01	eastern_ground_snake.n.01
bowhead.n.01	virginia_reel.n.01
smoke.n.07	ramadan.n.02
celebration.n.03	mikvah.n.01
geothlypis.n.01	click_beetle.n.01
mastering.n.02	diplopoda.n.01
dendroctonus.n.01	riot_control.n.01
cairina.n.01	trusteeship.n.02
patent_infringement.n.01	flagellated_cell.n.01
reward.n.03	aberdeen_angus.n.01
backfire.n.04	ara.n.02
cavia.n.01	pacific_herring.n.01
background.n.07	rhizobium.n.01
scorpionida.n.01	tragulus.n.01
tightening.n.01	ratel.n.01
nesokia.n.01	buck.n.05
brown_swiss.n.01	synentognathi.n.01
tinamidae.n.01	deactivation.n.01
chorionic_villus.n.01	grouper.n.02
brewer's_mole.n.01	tineidae.n.01
imitative_electronic_deception.n.01	red-shouldered_hawk.n.01
scombroidea.n.01	mountain_nyala.n.01
west_nile_virus.n.01	ornithorhynchidae.n.01
blue.n.07	reconstruction.n.02
rypticus.n.01	breach.n.01
second_crusade.n.01	caprimulgiformes.n.01
inoculation.n.01	triton.n.03
calliphoridae.n.01	faro.n.01
support.n.04	vietnam_war.n.01
eastern_chimpanzee.n.01	pocketed_bat.n.01
salamandridae.n.01	classroom_project.n.01
alarm_clock.n.01	snub.n.02
stone_marten.n.01	secretary_of_the_interior.n.01
sculpture.n.02	stork.n.01
barbet.n.01	barbell.n.01
spitball.n.02	diplopoda.n.01
copperhead.n.02	stirring.n.01
charadriiformes.n.01	alopex.n.01
frustration.n.02	monmouth_court_house.n.01
mission_impossible.n.01	burhinidae.n.01
distraction.n.04	triops.n.01
anaspida.n.01	ischigualastia.n.01
angiotensin_ii.n.01	air_hammer.n.01
bobolink.n.01	ictiobus.n.01
actinometer.n.01	cilium.n.01
transportation.n.02	old_world_coot.n.01
portunidae.n.01	blackfly.n.01
cornhusking.n.02	submission.n.02
information_gathering.n.01	bobtail.n.01
maeandra.n.01	xenopodidae.n.01
tenpins.n.01	legitimation.n.01
lymphocytic_choriomeningitis_virus.n.01	proteles.n.01
automobile_horn.n.01	roe.n.02
falsification.n.03	lygaeidae.n.01
butterfly_ray.n.01	pauropoda.n.01
installation.n.01	childcare.n.01
long-eared_owl.n.01	bitch.n.04
stand.n.12	fish_louse.n.01
drepanididae.n.01	hypentelium.n.01
fawn.n.02	electric_ray.n.01
tiger_cub.n.01	imprisonment.n.01
kitty.n.04	favor.n.01
caseworm.n.01	pectinibranchia.n.01
goldfinch.n.02	roadkill.n.01
sauropoda.n.01	land_reform.n.01
amphisbaenidae.n.01	scolopax.n.01
ritual.n.03	extracurricular_activity.n.01
leaf_roller.n.01	award.n.01
thysanopter.n.01	genus_leipoa.n.01
infiltration.n.01	dasypodidae.n.01
pigfish.n.01	scavenger.n.03
categorization.n.03	racket.n.02
split.n.09	roentgenography.n.01
hanging.n.02	unloading.n.01
tsuris.n.01	masticophis.n.01
analgesic.n.01	picoides.n.01
grey_skate.n.01	spider_crab.n.01
inauguration.n.02	lampris.n.01
back_door.n.03	snatch.n.04
carnival.n.03	mammoth.n.01
government.n.02	censoring.n.01
counterbombardment.n.01	indri.n.01
parainfluenza_virus.n.01	mammal_genus.n.01
gavialidae.n.01	issue.n.04
armillary_sphere.n.01	squilla.n.01
laser-assisted_in_situ_keratomileusis.n.01	transposition.n.04
typhlopidae.n.01	varicella_zoster_virus.n.01
ranching.n.01	brit.n.02
aculea.n.01	plectrophenax.n.01
cottonwick.n.01	rumen.n.01
predation.n.02	wholesale.n.01
coccus.n.01	civil_disobedience.n.01
serve.n.01	aggrandizement.n.01
sensory_deprivation.n.01	quality_control.n.01
poll.n.04	afforestation.n.01
sponsorship.n.01	spotted_crake.n.01
attack_submarine.n.01	farming.n.02
flood.n.05	plesiosaur.n.01
lagothrix.n.01	draft.n.11
cryosurgery.n.01	bookkeeping.n.01
extinction.n.06	driving.n.02
survivor.n.03	atrichornis.n.01
gempylidae.n.01	new_world_goldfinch.n.01
drinking_bout.n.01	rodolia.n.01
tribolium.n.01	platypoecilus.n.01
zoophilia.n.01	impoundment.n.01
keyhole_limpet.n.01	kudu.n.01
world_war_ii.n.01	fossa.n.02
lockout.n.01	cow_shark.n.01
mail_fraud.n.01	heteropterous_insect.n.01
superfecta.n.01	shark_repellent.n.01
myna.n.01	technical_analysis.n.01
myctophidae.n.01	thalarctos.n.01
testudo.n.02	sockeye.n.02
shearing.n.01	swoop.n.02
trimorphodon.n.01	macronectes.n.01
abandonment.n.01	hyperextension.n.01
tarpan.n.01	hydromyinae.n.01
chilomycterus.n.01	working_dog.n.01
repetition.n.02	megachiroptera.n.01
canary.n.04	athletic_sock.n.01
attack.n.06	junin_virus.n.01
cicadellidae.n.01	harbor_porpoise.n.01
cryosurgery.n.01	straddle.n.04
carancha.n.01	solicitorship.n.01
psychotherapy.n.02	stigmatization.n.01
caranx.n.01	sciaridae.n.01
grant-in-aid.n.01	hydrochoerus.n.01
black_stork.n.01	beak.n.02
excursion.n.01	scandalization.n.02
ergotropism.n.01	short_sale.n.01
ruff.n.04	san_jose_scale.n.01
alley_cat.n.01	eastern_narrow-mouthed_toad.n.01
waterdog.n.01	airship.n.01
atlantic_walrus.n.01	torture.n.05
antiarrhythmic.n.01	naturopathy.n.01
slider.n.04	adz.n.01
hooded_skunk.n.01	banquette.n.01
pachyderm.n.01	dracunculidae.n.01
grading.n.02	transposition.n.07
bookbinding.n.01	scamper.n.01
gadidae.n.01	waste_of_effort.n.01
anaglyph.n.01	headstand.n.01
grant.n.02	south_american_sea_lion.n.01
wild_goat.n.01	short-horned_grasshopper.n.01
woolly_bear_moth.n.01	intermission.n.01
sclerite.n.01	bearded_seal.n.01
common_brant_goose.n.01	kickoff.n.01
razor_clam.n.01	randomization.n.01
clinid.n.01	probe.n.03
pacific_walrus.n.01	arm_exercise.n.01
black_bee.n.01	phasmidia.n.01
piroplasm.n.01	chlorococcum.n.01
lycosidae.n.01	plectognath.n.01
plicatoperipatus_jamaicensis.n.01	impala.n.01
construction.n.05	gill.n.04
agriocharis.n.01	ptilonorhynchus.n.01
devolution.n.02	aftershaft.n.01
white-lipped_peccary.n.01	segregation.n.03
phyllidae.n.01	abbreviation.n.02
reorganization.n.01	bacillus_anthracis.n.01
trephination.n.01	passage.n.01
hemipteronatus.n.01	adjustment.n.03
captainship.n.01	ramphomicron.n.01
craps.n.02	ball-buster.n.02
cedar_waxwing.n.01	any-and-all_bid.n.01
in-fighting.n.02	argus.n.02
astrolabe.n.01	set_shot.n.01
brush_turkey.n.01	cyprinodont.n.01
custody_case.n.01	house_martin.n.01
piculet.n.01	cakewalk.n.01
antrozous.n.01	kiss.n.01
caporetto.n.01	field.n.06
personification.n.03	exploitation.n.02
carnivorous_bat.n.01	blastocyst.n.01
contribution.n.03	fregata.n.01
lepidopterous_insect.n.01	alcohol_thermometer.n.01
phthirius.n.01	aplodontia.n.01
causal_agent.n.01	jerboa_rat.n.01
widegrip_pushup.n.01	stopping.n.02
containment.n.03	osteotomy.n.01
course.n.04	harrier.n.03
gar.n.01	cesarean_delivery.n.01
model.n.09	commerce.n.01
barbershop.n.01	pass.n.07
arenaviridae.n.01	vivification.n.02
philippine_sea.n.01	narrowing.n.03
hands.n.01	tapotement.n.01
attachment.n.02	green_algae.n.01
flying_visit.n.01	baseball_score.n.01
athenaeum.n.02	look.n.02
pseudemys.n.01	anomalops.n.01
honeycreeper.n.01	common_newt.n.01
daily_double.n.01	glowworm.n.01
chaenopsis.n.01	nullification.n.02
cypraeidae.n.01	carving.n.02
mobula.n.01	red_grouse.n.01
baby_bed.n.01	bank.n.10
argentine.n.01	headship.n.02
hagfish.n.01	surveillance.n.01
procession.n.02	booby.n.02
cat_shark.n.01	florida_smoothhound.n.01
catering.n.01	drumming.n.01
repositioning.n.01	fucoid.n.01
merganser.n.01	european_water_shrew.n.01
civil_suit.n.01	carcase.n.01
slip.n.14	solo_homer.n.01
beauty_treatment.n.01	young_fish.n.01
completion.n.02	mountain_chinchilla.n.01
ileostomy.n.01	ardea.n.01
routemarch.n.01	ichthyosaur.n.01
toy_dog.n.01	ball-and-socket_joint.n.02
bark.n.03	raccoon.n.02
airlock.n.01	moon_shell.n.01
criminal_contempt.n.01	plum.n.03
lemuridae.n.01	potoroinae.n.01
tax_evasion.n.01	hemiramphidae.n.01
affirmation.n.04	tying.n.01
mind_game.n.01	frog.n.01
animal_husbandry.n.01	strix.n.01
mix.n.03	adrenalectomy.n.01
almond_moth.n.01	orycteropus.n.01
horseshoe_crab.n.01	spiritualization.n.01
mountain_devil.n.02	black_vulture.n.01
asian_horseshoe_crab.n.01	finback.n.01
brill.n.01	spotted_sandpiper.n.01
irenidae.n.01	philippi.n.02
bestiality.n.02	nummulitidae.n.01
apple_aphid.n.01	retrenchment.n.02
sexual_conquest.n.01	sand_dab.n.02
birth_control.n.01	flame_cell.n.01
gavial.n.01	medical_care.n.01
explosion.n.02	eye_movement.n.01
scarab.n.01	new_world_oriole.n.01
sow_bug.n.01	icteria.n.01
buena_vista.n.01	phasmidae.n.01
disbarment.n.01	frosted_bat.n.01
escape_mechanism.n.01	erethizon.n.01
sea_moss.n.02	longways.n.01
mud_puppy.n.01	pigfish.n.01
world_war_ii.n.01	appropriation.n.03
protoceratops.n.01	change_of_magnitude.n.01
cimicidae.n.01	bubble_bath.n.01
prototheria.n.01	new_world_vulture.n.01
schedule_feeding.n.01	platanistidae.n.01
silkworm.n.02	dereliction.n.02
maximization.n.02	standard_schnauzer.n.01
apadana.n.01	macaw.n.01
recycling.n.01	pedicure.n.01
german_cockroach.n.01	buzzard.n.02
ox.n.01	washup.n.01
dressing.n.07	grasshopper_mouse.n.01
tarsioidea.n.01	homosexuality.n.01
broil.n.01	limenitis.n.01
cut.n.17	lyre_snake.n.01
louse.n.01	steganopus.n.01
annealing.n.01	phascogale.n.01
retreat.n.07	genus_andrena.n.01
eira.n.01	formicariidae.n.01
neritina.n.01	gastrogavage.n.01
extension.n.04	grazing_fire.n.01
todus.n.01	coerebidae.n.01
curlew_sandpiper.n.01	forwarding.n.01
counterdemonstration.n.01	regulation.n.05
miotic_eyedrop.n.01	addition.n.01
ringneck_snake.n.01	forced_landing.n.01
ten-spined_stickleback.n.01	burhinidae.n.01
abstraction.n.06	patent_infringement.n.01
awakening.n.01	behavior.n.04
dinoflagellate.n.01	trematoda.n.01
stewardship.n.01	tail.n.01
golden_mole.n.01	scolytus.n.01
mylodon.n.01	acetate_rayon.n.01
thryothorus.n.01	chlamydomonadaceae.n.01
non-engagement.n.01	seismography.n.01
magic_trick.n.01	fire_sale.n.01
phototrophic_bacteria.n.01	gram's_method.n.01
golden_pheasant.n.01	vombatidae.n.01
directorship.n.01	providence.n.02
contempt.n.04	menticirrhus.n.01
archaeornis.n.01	reproduction.n.04
homemaking.n.01	cupule.n.02
alprazolam.n.01	ankylosaur.n.01
cohabitation.n.01	spectacled_caiman.n.01
fixation.n.03	wild_pitch.n.01
impairment.n.04	single.n.01
redbone.n.01	colonoscopy.n.01
chino-japanese_war.n.01	ovis.n.01
common_wasp.n.01	game.n.04
decimalization.n.01	tease.n.03
homo_sapiens.n.01	breakage.n.03
drip_culture.n.01	screen_test.n.01
firebug.n.02	move.n.05
darter.n.02	menotyphla.n.01
worker_bee.n.01	guenon.n.01
spirochaetaceae.n.01	nepotism.n.01
mustela.n.01	partial_breach.n.01
hackle.n.01	secretary_of_state.n.03
coondog.n.01	emerald_shiner.n.01
gymnelis.n.01	game.n.10
nonaccomplishment.n.01	pochard.n.01
bird_of_passage.n.02	proteles.n.01
kogia.n.01	auxiliary_research_submarine.n.01
airbrake.n.01	water_shrew.n.01
horse_botfly.n.01	gudgeon.n.02
restraint_of_trade.n.01	fix.n.02
smuggling.n.01	probe.n.04
professional_football.n.01	froghopper.n.01
crucifixion.n.01	congener.n.03
spat.n.03	kamchatkan_sea_eagle.n.01
phycocyanin.n.01	amphiprion.n.01
swedish_massage.n.01	beating.n.02
hanging.n.02	agapornis.n.01
lapdog.n.01	opisthognathidae.n.01
hyalophora.n.01	adultery.n.01
platypoecilus.n.01	new_world_sparrow.n.01
precession.n.02	oblation.n.01
left.n.05	packaging.n.01
decapterus.n.01	sheep_botfly.n.01
blood_count.n.02	child's_game.n.01
blackcock.n.01	anthozoa.n.01
antagonism.n.04	vigil.n.02
adz.n.01	caper.n.03
budget_cut.n.01	nightlife.n.02
monochamus.n.01	ballet_skirt.n.01
kobus.n.01	sensory_deprivation.n.01
tenrecidae.n.01	putout.n.01
direct_support.n.01	close_supporting_fire.n.01
cricetus.n.01	stag.n.02
atlantic_puffin.n.01	stichaeidae.n.01
xenopus.n.01	flight.n.02
black-backed_gull.n.01	katsuwonidae.n.01
line-drive_single.n.01	worship.n.01
pinscher.n.01	morris_dance.n.01
trombiculidae.n.01	termitidae.n.01
myopus.n.01	woolly_rhinoceros.n.01
monetization.n.01	parapodium.n.01
necturus.n.01	digital_communications_technology.n.01
athletic_game.n.01	sturgeon.n.01
urging.n.02	t'ai_chi.n.01
branchiopod_crustacean.n.01	imitation.n.03
bohemianism.n.01	streptococcus.n.01
naseby.n.02	chrysochloris.n.01
thrush_nightingale.n.01	western_narrow-mouthed_toad.n.01
sloth.n.03	anthozoa.n.01
scincidae.n.01	brush.n.08
approach.n.09	american_black_bear.n.01
work.n.01	echinodermata.n.01
place_kick.n.01	meshugaas.n.01
jamming.n.01	gnathostome.n.01
foreclosure.n.01	baptismal_font.n.01
platycephalidae.n.01	egress.n.03
adoration.n.02	jig.n.04
grasshopper_mouse.n.01	bank_closing.n.01
birdnesting.n.01	nightingale.n.01
actinometer.n.01	scad.n.01
farm_horse.n.01	thoroughbred.n.03
fungus_gnat.n.01	babbler.n.02
polymorph.n.01	refit.n.01
phalanger.n.01	wallop.n.02
madreporaria.n.01	genus_caiman.n.01
fashion.n.02	headstand.n.01
swan_song.n.01	quetzal.n.02
thrombectomy.n.01	breaking_off.n.01
lappet_caterpillar.n.01	tribolium.n.01
crecy.n.01	viceroy.n.02
dall_sheep.n.01	jassid.n.01
noctua.n.01	taste.n.07
packhorse.n.01	ptilocercus.n.01
coeducation.n.01	terrorist_attack.n.01
trichiuridae.n.01	crimean_war.n.01
extrusion.n.02	skating.n.01
horse_trade.n.01	backboard.n.01
haematopodidae.n.01	bladderwrack.n.02
ballistic_galvanometer.n.01	ramphomicron.n.01
delichon.n.01	oenanthe.n.02
piciformes.n.01	reciprocity.n.02
polygonia.n.01	reconnaissance_in_force.n.01
framing.n.01	magistracy.n.01
amble.n.01	tax_evasion.n.01
white_man's_burden.n.01	spirochaetaceae.n.01
radioscopy.n.01	lemmus.n.01
lap.n.05	asceticism.n.03
earthworm.n.01	lost_cause.n.01
wombat.n.01	gannet.n.01
pause.n.02	homicide.n.01
scophthalmus.n.01	claw.n.01
florida_pompano.n.01	widegrip_pushup.n.01
air_bladder.n.01	wingback.n.02
insulation.n.03	direct_supporting_fire.n.01
love_match.n.01	harvest.n.04
strikeout.n.01	lined_snake.n.01
army_cutworm.n.01	thickening.n.03
voyeurism.n.01	tupaiidae.n.01
correctional_rehabilitation.n.01	copper_rockfish.n.01
grebe.n.01	world.n.08
caranx.n.01	feather.n.02
footwork.n.02	ephestia.n.01
blackcap.n.04	cairina.n.01
matrix_inversion.n.01	clark's_nutcracker.n.01
buzzard.n.02	acid.n.02
montagu's_harrier.n.01	gig.n.06
manis.n.01	trespass.n.01
scaridae.n.01	anatomy.n.03
depredation.n.01	phycoerythrin.n.01
new_world_tapir.n.01	backlash.n.02
audio_amplifier.n.01	afropavo.n.01
rock_hind.n.01	lota.n.02
yellow-fever_mosquito.n.01	anseriform_bird.n.01
eleven-plus.n.01	asio.n.01
regulation.n.05	extracapsular_surgery.n.01
peromyscus.n.01	sclaff.n.01
subscription.n.03	abortion.n.01
confession.n.03	ballpoint.n.01
coronet.n.02	artificial_kidney.n.01
purple_gallinule.n.01	leadership.n.01
delphinus.n.02	pop_fly.n.01
coccothraustes.n.01	angiogenesis_inhibitor.n.01
phrasing.n.01	earned_run.n.01
lockout.n.01	logic_programming.n.02
