agitation.n.05	shaking.n.01
lock.n.06	headlock.n.01
bird_genus.n.01	troglodytes.n.01
medical_care.n.01	dressing.n.07
reptile_genus.n.01	malaclemys.n.01
friction.n.03	attrition.n.05
celebration.n.02	festival.n.02
megapode.n.01	brush_turkey.n.01
position.n.06	khanate.n.02
travel.n.01	wayfaring.n.01
bird_genus.n.01	jynx.n.01
bacteria.n.01	penicillin-resistant_bacteria.n.01
enticement.n.03	blandishment.n.02
dancing.n.01	pas_de_quatre.n.01
saurian.n.01	lizard.n.01
work.n.01	job.n.07
change.n.03	metrification.n.02
expedition.n.03	exploration.n.01
eating.n.01	engorgement.n.02
conversion.n.08	unitization.n.03
worship.n.01	idolatry.n.01
insult.n.02	indignity.n.01
fault.n.07	footfault.n.01
bird.n.01	aquatic_bird.n.01
act.n.02	nonaccomplishment.n.01
score.n.10	strike.n.04
medical_care.n.01	detoxification.n.02
wetting.n.01	watering.n.02
fish_family.n.01	caproidae.n.01
bird_genus.n.01	iridoprocne.n.01
amphibian_genus.n.01	notophthalmus.n.01
failure.n.01	failing.n.02
game_of_chance.n.01	lottery.n.02
movement.n.11	insertion.n.02
mobilization.n.01	conscription.n.01
desertion.n.01	deviationism.n.01
striving.n.01	jihad.n.02
deal.n.01	penny_ante.n.01
commercial_enterprise.n.02	advertising.n.02
outdoor_sport.n.01	hunt.n.08
training.n.01	retraining.n.01
preparation.n.01	fire_control.n.01
increase.n.05	maximization.n.02
trade.n.02	sheet-metal_work.n.01
accountancy.n.01	bookkeeping.n.01
inventory_accounting.n.01	last_in_first_out.n.01
tyrannid.n.01	new_world_flycatcher.n.01
disappearance.n.01	vanishing.n.02
service.n.01	utility.n.03
locomotion.n.02	run.n.07
reptile_genus.n.01	amphisbaena.n.02
poker.n.02	draw.n.08
retirement.n.02	rustication.n.03
colubrid_snake.n.01	red-bellied_snake.n.01
frog.n.01	sheep_frog.n.01
acquiring.n.01	occupation.n.04
corporal_punishment.n.01	kick_in_the_butt.n.01
homosexuality.n.01	pederasty.n.01
attempt.n.01	foray.n.02
exercise.n.03	rehearsal.n.01
amphibian_family.n.01	plethodontidae.n.01
running_away.n.01	elopement.n.01
rotation.n.01	circumvolution.n.01
effort.n.02	application.n.06
proceeding.n.01	review.n.08
technology.n.01	computer_technology.n.01
assembly.n.06	congregation.n.03
formation.n.02	granulation.n.02
delay.n.02	break.n.13
affectation.n.01	attitude.n.03
zoolatry.n.01	ichthyolatry.n.01
degradation.n.01	bastardization.n.02
card_game.n.01	ecarte.n.01
turn.n.02	right.n.06
restraint.n.01	damper.n.03
propulsion.n.02	wheeling.n.02
bird_genus.n.01	oriolus.n.01
reaction.n.03	galvanic_skin_response.n.01
colubrid_snake.n.01	sand_snake.n.01
value_judgment.n.01	moralism.n.02
mortal_sin.n.01	avarice.n.01
blow.n.01	knockout.n.02
bird_genus.n.01	gracula.n.01
fish_family.n.01	cobitidae.n.01
contempt.n.04	contempt_of_congress.n.01
technology.n.01	rail_technology.n.01
ablation.n.01	thyroidectomy.n.01
appointment.n.01	nomination.n.01
mine_disposal.n.01	minesweeping.n.01
decrease.n.04	weakening.n.02
propulsion.n.02	drive.n.01
colubrid_snake.n.01	night_snake.n.01
decoration.n.03	figuration.n.02
psychological_feature.n.01	cognition.n.01
war.n.01	psychological_warfare.n.01
social_control.n.01	appeasement.n.01
position.n.06	secretaryship.n.01
protoctist_genus.n.01	desmidium.n.01
reptile_genus.n.01	pterodactylus.n.01
putout.n.01	sacrifice.n.05
joining.n.01	junction.n.05
naval_battle.n.01	tsushima.n.01
torture.n.05	crucifixion.n.03
bird_genus.n.01	pavo.n.02
change_of_state.n.01	passage.n.01
endorsement.n.05	auspices.n.01
reptile_family.n.01	pythonidae.n.01
care.n.01	skin_care.n.01
secretaryship.n.01	secretary_of_veterans_affairs.n.02
pheasant.n.01	monal.n.01
startle.n.01	startle_response.n.01
authorization.n.04	loan_approval.n.01
crime.n.01	war_crime.n.01
neutering.n.01	castration.n.01
violence.n.01	road_rage.n.01
position.n.06	consulship.n.01
attack.n.05	assault.n.02
artillery_fire.n.01	high-angle_fire.n.01
reptile_family.n.01	titanosauridae.n.01
ablation.n.01	endarterectomy.n.01
hang.n.03	bent_hang.n.01
behavior.n.01	bohemianism.n.01
contamination.n.03	dust_contamination.n.02
ablation.n.01	embolectomy.n.01
goose.n.01	barnacle_goose.n.01
commercial_enterprise.n.02	packaging.n.01
ceremony.n.03	military_ceremony.n.02
wren.n.02	marsh_wren.n.01
coraciiform_bird.n.01	hoopoe.n.01
bird_genus.n.01	sayornis.n.01
lineman.n.04	center.n.17
marketing_research.n.01	consumer_research.n.01
creating_from_raw_materials.n.01	molding.n.01
walk.n.01	plodding.n.02
sound_reproduction.n.01	playback.n.01
marriage.n.03	love_match.n.01
pitched_battle.n.01	tannenberg.n.01
change.n.03	secularization.n.01
gymnastic_exercise.n.01	long_fly.n.01
bacteria_family.n.01	micrococcaceae.n.01
break.n.13	heckling.n.01
fish_genus.n.01	zeus.n.02
shark.n.01	cat_shark.n.01
murder.n.01	assassination.n.02
wren.n.02	rock_wren.n.02
domestic_fowl.n.01	cornish.n.02
advancement.n.03	forwarding.n.02
elapid.n.01	death_adder.n.01
beginning.n.05	inauguration.n.01
gallinaceous_bird.n.01	jungle_fowl.n.01
fire.n.02	counterfire.n.01
motion.n.06	travel.n.01
colubrid_snake.n.01	whip-snake.n.01
medical_procedure.n.01	dental_procedure.n.01
rotation.n.01	turnout.n.07
failure.n.05	copout.n.01
handicraft.n.02	sewing.n.01
killing.n.02	sacrifice.n.04
practice.n.01	careerism.n.01
spiny_dogfish.n.01	atlantic_spiny_dogfish.n.01
investigation.n.02	research.n.01
formation.n.02	grooving.n.01
fight.n.02	set-to.n.01
activity.n.01	occupation.n.01
legislation.n.02	criminalization.n.01
labor.n.02	hunt.n.07
megapode.n.01	mallee_fowl.n.01
handicraft.n.02	needlework.n.02
misdemeanor.n.01	false_pretense.n.01
fight.n.02	gunfight.n.01
operation.n.06	orchiopexy.n.01
education.n.01	extension.n.04
animal_order.n.01	araneae.n.01
tyrannid.n.01	woodhewer.n.01
sport.n.01	contact_sport.n.01
visit.n.01	site_visit.n.01
spill.n.04	pratfall.n.01
casino.n.02	spade_casino.n.01
provision.n.02	issue.n.04
diapsid.n.01	snake.n.01
psychosurgery.n.01	amygdalotomy.n.01
bird_family.n.01	bucconidae.n.01
hagfish.n.01	myxinikela_siroka.n.01
listeria.n.01	listeria_monocytogenes.n.01
evasion.n.03	shirking.n.01
passerine.n.01	wren.n.02
mammal_genus.n.01	parascalops.n.01
dogfish.n.02	spiny_dogfish.n.01
microorganism.n.01	pathogen.n.01
operation.n.06	jejunostomy.n.01
oral_sex.n.01	soixante-neuf.n.01
conditional_reflex.n.01	conditioned_avoidance.n.01
withdrawal.n.03	retreat.n.01
crocodilian_reptile.n.01	crocodile.n.01
nematode.n.01	hookworm.n.01
gorgonian.n.01	sea_fan.n.01
worship.n.01	prayer.n.01
bacteria_family.n.01	athiorhodaceae.n.01
draw.n.09	tow.n.01
arrival.n.02	appearance.n.05
exploitation.n.01	unitization.n.04
politeness.n.02	devoir.n.01
court_game.n.01	handball.n.02
table_game.n.01	billiards.n.01
pitch.n.02	wild_pitch.n.01
position.n.06	solicitorship.n.01
photography.n.01	telephotography.n.02
breach_of_contract.n.01	breach_of_warranty.n.01
sanction.n.04	benefit_of_clergy.n.01
decrease.n.04	declassification.n.01
card_game.n.01	faro.n.01
service.n.03	chapel_service.n.01
correction.n.01	recompense.n.02
induced_abortion.n.01	aborticide.n.02
trade.n.01	fair_trade.n.01
destruction.n.01	spoliation.n.01
medical_care.n.01	bloodletting.n.01
down.n.01	swan's_down.n.02
eubacteria.n.01	actinomyces.n.01
labor.n.02	manual_labor.n.01
attribute.n.02	shape.n.02
bird_family.n.01	sturnidae.n.01
reptile_genus.n.01	haldea.n.01
group_action.n.01	vote.n.02
hang.n.03	reverse_hang.n.01
causing.n.01	compulsion.n.03
protoctist_genus.n.01	zygnema.n.01
bird_genus.n.01	collocalia.n.01
breeding.n.04	cattle_breeding.n.01
journey.n.01	odyssey.n.01
change.n.03	diversification.n.01
placement.n.03	interposition.n.02
singing.n.01	humming.n.02
seizure.n.04	impoundment.n.01
damage.n.03	burn.n.05
rattlesnake.n.01	western_diamondback.n.01
pitched_battle.n.01	ypres.n.03
psychotherapy.n.02	group_therapy.n.01
spread.n.10	dispersion.n.03
locomotion.n.02	lap.n.05
lesson.n.04	exercise.n.04
protection.n.01	patrol.n.02
massage.n.01	cardiac_massage.n.01
misbehavior.n.01	ruffianism.n.01
fish_genus.n.01	carassius.n.01
bird_genus.n.01	cistothorus.n.01
view.n.03	eyeful.n.02
equestrian_sport.n.01	showjumping.n.01
pitched_battle.n.01	bull_run.n.02
cooperation.n.01	compromise.n.01
chemical_analysis.n.01	dating.n.01
teaching.n.01	sleep-learning.n.01
scientific_research.n.01	human_genome_project.n.01
choice.n.02	decision.n.01
counterattack.n.01	riposte.n.02
game.n.03	pinball.n.01
operation.n.06	trephination.n.01
exploitation.n.01	land_development.n.01
measurement.n.01	mental_measurement.n.01
bird_family.n.01	vireonidae.n.01
closure.n.07	plant_closing.n.01
discard.n.03	staging.n.04
green_algae.n.01	desmid.n.01
martial_art.n.01	t'ai_chi.n.01
war.n.03	trench_warfare.n.01
play.n.03	basketball_play.n.01
emergency_procedure.n.01	artificial_respiration.n.01
circumcision.n.02	berith.n.01
reptile_genus.n.01	uma.n.02
mammal_genus.n.01	phascolarctos.n.01
elapid.n.01	taipan.n.01
direct_action.n.01	passive_resistance.n.01
ritual_dancing.n.01	rain_dance.n.01
reappearance.n.02	comeback.n.02
frog.n.01	tongueless_frog.n.01
destruction.n.01	neutralization.n.03
conflict.n.01	turf_war.n.01
sucker.n.07	redhorse.n.01
reptile_genus.n.01	ptychozoon.n.01
fish_genus.n.01	catostomus.n.01
animal_order.n.01	conodonta.n.01
climb.n.03	mountain_climbing.n.01
protoctist_family.n.01	tribonemaceae.n.01
organization.n.04	self-organization.n.01
reform.n.01	moralization.n.02
swimming_stroke.n.01	dog_paddle.n.01
bird_family.n.01	paridae.n.01
reflex.n.01	belch.n.01
ritual.n.01	marriage.n.03
coelenterate_genus.n.01	acropora.n.01
quality_control.n.01	acceptance_sampling.n.01
breathing.n.01	periodic_breathing.n.01
incision.n.02	vasotomy.n.01
mammal_genus.n.01	acrobates.n.01
animal_order.n.01	rajiformes.n.01
siege.n.01	syracuse.n.03
meadowlark.n.01	western_meadowlark.n.01
pitched_battle.n.01	trasimeno.n.01
duck.n.01	wood_duck.n.01
consolidation.n.02	incorporation.n.01
piciform_bird.n.01	toucan.n.01
validation.n.01	documentation.n.03
flight.n.02	overflight.n.01
music_lesson.n.01	violin_lesson.n.01
theropod.n.01	compsognathus.n.01
verdict.n.01	partial_verdict.n.01
exercise.n.01	bodybuilding.n.01
spiny_lizard.n.02	fence_lizard.n.01
aircraft_landing.n.01	instrument_landing.n.01
arousal.n.01	titillation.n.02
union.n.11	tribalization.n.01
return.n.11	half_volley.n.01
success.n.02	bell_ringer.n.03
combination.n.07	fusion.n.07
lap.n.05	victory_lap.n.01
authorization.n.04	rubber_stamp.n.02
gait.n.02	rack.n.07
group_action.n.01	revolution.n.02
imaging.n.02	magnetic_resonance_imaging.n.01
appearance.n.05	emergence.n.03
diversion.n.01	nightlife.n.02
arthropod_family.n.01	sarcoptidae.n.01
effort.n.02	least_effort.n.01
bird_genus.n.01	genus_aepyornis.n.01
quantitative_analysis.n.01	gravimetric_analysis.n.01
repositing.n.01	stockpiling.n.01
animal.n.01	mutant.n.02
attempt.n.01	best.n.01
publication.n.04	desktop_publishing.n.01
irreverence.n.02	profanation.n.01
position.n.06	judgeship.n.01
lizard.n.01	venomous_lizard.n.01
operation.n.05	amphibious_operation.n.01
scaling.n.02	scalage.n.02
endoscopy.n.01	colonoscopy.n.01
washup.n.01	sponge_bath.n.01
parrot.n.01	popinjay.n.02
animal_order.n.01	geophilomorpha.n.01
animal_order.n.01	cydippida.n.01
egress.n.03	surfacing.n.01
assay.n.04	enzyme-linked-immunosorbent_serologic_assay.n.01
chemical_analysis.n.01	thermogravimetry.n.01
dismissal.n.04	deactivation.n.01
reptile_genus.n.01	trimorphodon.n.01
duck_down.n.01	eiderdown.n.02
collection.n.04	numismatics.n.01
mountain_climbing.n.01	alpinism.n.01
ablation.n.01	cholecystectomy.n.01
reconstruction.n.02	re-formation.n.01
whiptail.n.01	chihuahuan_spotted_whiptail.n.01
change.n.03	conversion.n.09
arthropod_genus.n.01	argiope.n.01
reptile_family.n.01	varanidae.n.01
preservation.n.01	environmentalism.n.02
soft-finned_fish.n.01	cypriniform_fish.n.01
pitched_battle.n.01	kennesaw_mountain.n.01
arthropod_family.n.01	theraphosidae.n.01
medical_diagnosis.n.01	prognosis.n.02
bird_genus.n.01	cuculus.n.01
animal_order.n.01	dinoflagellata.n.01
true_toad.n.01	southwestern_toad.n.01
oscine.n.01	blue_mockingbird.n.01
diversion.n.01	play.n.14
throw.n.01	throw-in.n.01
laparotomy.n.01	laparoscopy.n.01
pyelography.n.01	intravenous_pyelography.n.01
cyprinodont.n.01	swordtail.n.01
position.n.06	wardership.n.01
frog.n.01	true_toad.n.01
arthropod_family.n.01	scutigeridae.n.01
crusade.n.02	first_crusade.n.01
naval_battle.n.01	santiago.n.04
action.n.01	destabilization.n.02
stretching.n.01	extension.n.05
inhalation.n.01	gasp.n.01
arthropod.n.01	sea_spider.n.01
countermeasure.n.01	countermine.n.01
vertebrate.n.01	bird.n.01
virus.n.01	tumor_virus.n.01
arthropod_family.n.01	ixodidae.n.01
attempt.n.01	batting.n.01
high_technology.n.01	automation.n.01
due_process.n.01	plea.n.03
bird_genus.n.01	bubo.n.02
categorization.n.03	indexing.n.01
wrestling_hold.n.01	toehold.n.03
discontinuance.n.01	disfranchisement.n.01
skin_diving.n.01	scuba_diving.n.01
operation.n.06	curettage.n.01
hammerhead.n.03	smalleye_hammerhead.n.01
aquatic_bird.n.01	swan.n.01
kindness.n.03	benevolence.n.03
service.n.11	military_service.n.02
fish_family.n.01	cyprinidae.n.01
protection.n.01	preservation.n.01
military_action.n.01	police_action.n.01
protection.n.01	locking.n.01
amphibian_genus.n.01	batrachoseps.n.01
work.n.01	service.n.01
profession.n.02	technology.n.01
bacteria_species.n.01	serratia_marcescens.n.01
action.n.01	alienation.n.04
reordering.n.01	permutation.n.04
bird_of_prey.n.01	vulture.n.01
goose.n.01	brant.n.01
medical_practice.n.01	quackery.n.01
waxwing.n.01	bohemian_waxwing.n.01
breathing.n.01	hypopnea.n.01
mathematical_process.n.01	integration.n.03
enterovirus.n.01	coxsackievirus.n.01
step_dancing.n.01	tap_dancing.n.01
court_game.n.01	basketball.n.01
insectivore.n.01	mole.n.06
young_bird.n.01	chick.n.01
rise.n.02	levitation.n.03
psychotherapy.n.02	crisis_intervention.n.01
service.n.02	seating.n.02
homicide.n.01	honor_killing.n.01
wrongdoing.n.02	dishonesty.n.02
position.n.06	discipleship.n.01
invertebrate.n.01	sponge.n.04
golf_stroke.n.01	shank.n.08
journey.n.01	mush.n.04
position.n.06	lectureship.n.01
practical_joke.n.01	hotfoot.n.01
production.n.07	brewing.n.01
skating.n.01	speed_skating.n.01
administration.n.03	sedation.n.02
press.n.09	compression.n.04
bird_family.n.01	anserinae.n.01
arthropod_genus.n.01	chelifer.n.01
smack.n.06	spank.n.01
change.n.03	flux.n.08
requiem_shark.n.01	tiger_shark.n.01
wash.n.02	laundering.n.01
roller.n.06	ground_roller.n.01
sexual_activity.n.01	promiscuity.n.01
division.n.03	syllabication.n.01
law_enforcement.n.01	vigilantism.n.01
effort.n.02	overexertion.n.01
nonattendance.n.01	absence.n.02
baseball.n.01	rounders.n.01
care.n.05	due_care.n.01
beast_of_burden.n.01	pack_animal.n.01
verdict.n.01	special_verdict.n.01
undertaking.n.01	venture.n.01
elapid.n.01	mamba.n.01
domestic_fowl.n.01	cochin.n.01
bird_family.n.01	drepanididae.n.01
moderation.n.04	abatement.n.02
nude_dancing.n.01	strip.n.06
bird_genus.n.01	genus_leipoa.n.01
reptile_genus.n.01	geochelone.n.01
evasion.n.03	malingering.n.01
harrier.n.03	montagu's_harrier.n.01
invertebrate.n.01	worm.n.01
photography.n.01	filming.n.01
employment.n.02	coaching.n.01
logistic_support.n.01	mutual_aid.n.01
music.n.03	vocal_music.n.02
parlor_game.n.01	word_game.n.01
dancing.n.01	adagio.n.02
tropism.n.01	phototropism.n.01
hindrance.n.03	prevention.n.01
ceratopsian.n.01	protoceratops.n.01
industry.n.02	cottage_industry.n.01
secretaryship.n.01	secretary_of_energy.n.02
tapeworm.n.01	echinococcus.n.01
cession.n.01	recession.n.04
animal_order.n.01	ceratopsia.n.01
discipline.n.05	spanking.n.01
action.n.01	reference.n.07
tour.n.01	itineration.n.01
depression.n.10	click.n.04
ablation.n.01	thrombectomy.n.01
animal_order.n.01	suborder_ceratosaura.n.01
diagnostic_procedure.n.01	mammography.n.01
tortoise.n.01	texas_tortoise.n.01
ablation.n.01	lumpectomy.n.01
skate.n.02	thorny_skate.n.01
polychaete.n.01	bloodworm.n.01
new_world_warbler.n.01	blackpoll.n.01
arthropod_genus.n.01	aranea.n.01
shiner.n.04	common_shiner.n.01
protozoan.n.01	difflugia.n.01
change_of_color.n.01	coloring.n.03
look.n.02	glance.n.01
writing.n.01	fabrication.n.02
pitched_battle.n.01	crecy.n.01
handling.n.02	fielding.n.01
position.n.06	headship.n.01
confinement.n.02	commitment.n.05
salamander.n.01	dicamptodon.n.01
bird_family.n.01	tyrannidae.n.01
outdoor_game.n.01	night_game.n.01
minister.n.04	cabinet_minister.n.02
commercial_enterprise.n.02	fishing.n.02
back.n.09	quarterback.n.02
coelenterate_genus.n.01	physalia.n.01
basketball_shot.n.01	scoop_shot.n.01
fire.n.02	call_fire.n.01
career.n.01	business_life.n.01
delivery.n.01	passage.n.10
tropism.n.01	thermotropism.n.01
teaching.n.01	lesson.n.01
bet.n.02	parlay.n.01
transportation.n.05	navigation.n.02
insectivore.n.01	shrew.n.02
maneuver.n.04	ruse.n.01
injection.n.03	subcutaneous_injection.n.01
pitched_battle.n.01	pharsalus.n.01
gorgonian.n.01	red_coral.n.02
herpes_zoster.n.02	herpes_varicella_zoster.n.01
departure.n.01	breaking_away.n.02
training.n.01	discipline.n.04
roentgenography.n.01	pyelography.n.01
bird_genus.n.01	pterocnemia.n.01
skink.n.01	mountain_skink.n.01
parrot.n.01	african_grey.n.01
tree_toad.n.01	pacific_tree_toad.n.01
travel.n.01	wandering.n.01
look.n.02	dekko.n.01
woodpecker.n.01	downy_woodpecker.n.01
martin.n.05	bank_martin.n.01
campaign.n.02	war.n.04
division.n.03	cleavage.n.05
shock_therapy.n.01	electroconvulsive_therapy.n.01
protoctist_family.n.01	oedogoniaceae.n.01
surveillance.n.01	stakeout.n.01
child's_game.n.01	cat_and_mouse.n.01
worm_family.n.01	branchiobdellidae.n.01
undertaking.n.01	cinch.n.01
engraving.n.03	aquatint.n.02
blow.n.01	clip.n.06
reptile_genus.n.01	genus_struthiomimus.n.01
course.n.04	collision_course.n.02
coraciiform_bird.n.01	roller.n.06
decoration.n.03	ornamentation.n.03
restraint.n.01	bridle.n.02
bacteria.n.01	eubacteria.n.01
operation.n.06	minor_surgery.n.01
locomotion.n.02	walk.n.01
military_action.n.01	war.n.01
investigation.n.02	tabulation.n.02
conveyance.n.04	delivery.n.04
bacteria_genus.n.01	genus_salmonella.n.01
finance.n.01	financing.n.01
finch.n.01	redpoll.n.01
reptile_genus.n.01	genus_caiman.n.01
religious_ceremony.n.01	rite.n.01
stunt.n.01	russian_roulette.n.01
reptile_genus.n.01	coluber.n.01
service.n.15	curb_service.n.01
owl.n.01	great_grey_owl.n.01
beautification.n.01	glamorization.n.01
treatment.n.01	detoxification.n.01
decrease.n.04	easing.n.02
event.n.01	group_action.n.01
giving.n.01	endowment.n.03
war.n.01	thirty_years'_war.n.01
driving.n.02	motoring.n.01
mastectomy.n.01	simple_mastectomy.n.01
march.n.02	quick_march.n.01
return.n.05	remand.n.01
control.n.05	steering.n.02
bribery.n.01	commercial_bribery.n.01
hawk.n.01	cooper's_hawk.n.01
painting.n.02	fresco.n.02
trouble.n.04	the_devil.n.01
course.n.01	childbirth-preparation_class.n.01
trial.n.04	ordeal.n.02
bird_genus.n.01	delichon.n.01
measurement.n.01	tonometry.n.01
disposal.n.03	giving.n.03
action.n.01	thing.n.02
murder.n.01	infanticide.n.02
operation.n.06	chemosurgery.n.01
shark.n.01	hammerhead.n.03
mammal_genus.n.01	didelphis.n.01
placement.n.03	superposition.n.04
pitched_battle.n.01	ypres.n.02
judgment.n.02	value_judgment.n.01
credit.n.06	semester_hour.n.01
